x, y, z
1697596, 8289379, 2046090
8289379, 2046090, 2300849
2046090, 2300849, 3220952
2300849, 3220952, 7362303
3220952, 7362303, 503590
7362303, 503590, 1977933
503590, 1977933, 5952628
1977933, 5952628, 6594971
5952628, 6594971, 6460866
6594971, 6460866, 8106217
6460866, 8106217, 5698320
8106217, 5698320, 1793079
5698320, 1793079, 7335006
1793079, 7335006, 8102789
7335006, 8102789, 6652332
8102789, 6652332, 5539539
6652332, 5539539, 7320314
5539539, 7320314, 6161953
7320314, 6161953, 4620360
6161953, 4620360, 5251439
4620360, 5251439, 2222486
5251439, 2222486, 6478013
2222486, 6478013, 3796708
6478013, 3796708, 5123083
3796708, 5123083, 4624434
5123083, 4624434, 4856665
4624434, 4856665, 8375680
4856665, 8375680, 960167
8375680, 960167, 1943246
960167, 1943246, 5492213
1943246, 5492213, 5774364
5492213, 5774364, 5345603
5774364, 5345603, 6761834
5345603, 6761834, 4190353
6761834, 4190353, 187064
4190353, 187064, 5696479
187064, 5696479, 6497286
5696479, 6497286, 5145389
6497286, 5145389, 4196692
5145389, 4196692, 6207099
4196692, 6207099, 5343906
6207099, 5343906, 4163017
5343906, 4163017, 5220336
4163017, 5220336, 2683159
5220336, 2683159, 7495998
2683159, 7495998, 5437541
7495998, 5437541, 7452300
5437541, 7452300, 7707571
7452300, 7707571, 370650
7707571, 370650, 4774657
370650, 4774657, 6698280
4774657, 6698280, 308815
6698280, 308815, 4939382
308815, 4939382, 6368669
4939382, 6368669, 7152580
6368669, 7152580, 1458411
7152580, 1458411, 230674
1458411, 230674, 6025273
230674, 6025273, 4620896
6025273, 4620896, 6962055
4620896, 6962055, 7216046
6962055, 7216046, 7938773
7216046, 7938773, 3297532
7938773, 3297532, 4236835
3297532, 4236835, 4923978
4236835, 4923978, 7914865
4923978, 7914865, 7376792
7914865, 7376792, 5865663
7376792, 5865663, 5937382
5865663, 5937382, 1759245
5937382, 1759245, 4275764
1759245, 4275764, 7654235
4275764, 7654235, 6061954
7654235, 6061954, 2054825
6061954, 2054825, 6577360
2054825, 6577360, 5408247
6577360, 5408247, 1103390
5408247, 1103390, 4607301
1103390, 4607301, 1698668
4607301, 1698668, 3322003
1698668, 3322003, 3644602
3322003, 3644602, 5222369
3644602, 5222369, 2222600
5222369, 2222600, 5589807
2222600, 5589807, 1102678
5589807, 1102678, 8094333
1102678, 8094333, 3954852
8094333, 3954852, 8017355
3954852, 8017355, 6060530
8017355, 6060530, 640281
6060530, 640281, 2701120
640281, 2701120, 6410343
2701120, 6410343, 5935246
6410343, 5935246, 3831733
5935246, 3831733, 2655708
3831733, 2655708, 4963075
2655708, 4963075, 4921130
4963075, 4921130, 5085777
4921130, 5085777, 8012920
5085777, 8012920, 7869855
8012920, 7869855, 7212486
7869855, 7212486, 208109
7212486, 208109, 6189844
208109, 6189844, 2547771
6189844, 2547771, 226402
2547771, 226402, 1781641
226402, 1781641, 1380784
1781641, 1380784, 1579735
1380784, 1579735, 4934398
1579735, 4934398, 5612069
4934398, 5612069, 6168652
5612069, 6168652, 771443
6168652, 771443, 364954
771443, 364954, 7505089
364954, 7505089, 7970536
7505089, 7970536, 4317199
7970536, 4317199, 7489590
4317199, 7489590, 3266397
7489590, 3266397, 2592132
3266397, 2592132, 8022699
2592132, 8022699, 5336786
8022699, 5336786, 5478905
5336786, 5478905, 2616352
5478905, 2616352, 7693639
2616352, 7693639, 6489454
7693639, 6489454, 1559701
6489454, 1559701, 3848892
1559701, 3848892, 7524323
3848892, 7524323, 6753290
7524323, 6753290, 4091697
6753290, 4091697, 2095448
4091697, 2095448, 3320447
2095448, 3320447, 1933990
3320447, 1933990, 491981
1933990, 491981, 1550324
491981, 1550324, 7664923
1550324, 7664923, 4614466
7664923, 4614466, 3343465
4614466, 3343465, 6407824
3343465, 6407824, 7974839
6407824, 7974839, 2211806
7974839, 2211806, 63237
2211806, 63237, 4085036
63237, 4085036, 55891
4085036, 55891, 7308922
55891, 7308922, 3234209
7308922, 3234209, 7164872
3234209, 7164872, 4879599
7164872, 4879599, 7322902
4879599, 7322902, 273469
7322902, 273469, 3064420
273469, 3064420, 1474443
3064420, 1474443, 6448050
1474443, 6448050, 3763929
6448050, 3763929, 4366592
3763929, 4366592, 2423335
4366592, 2423335, 490062
2423335, 490062, 1122677
490062, 1122677, 6877084
1122677, 6877084, 3531971
6877084, 3531971, 2031850
3531971, 2031850, 4932625
2031850, 4932625, 6401592
4932625, 6401592, 606047
6401592, 606047, 6879110
606047, 6879110, 2610861
6879110, 2610861, 7134420
2610861, 7134420, 6228475
7134420, 6228475, 2448930
6228475, 2448930, 6740297
2448930, 6740297, 4881264
6740297, 4881264, 7816343
4881264, 7816343, 1324222
7816343, 1324222, 4738021
1324222, 4738021, 3836428
4738021, 3836428, 1175347
3836428, 1175347, 7699290
1175347, 7699290, 798337
7699290, 798337, 8194216
798337, 8194216, 7277007
8194216, 7277007, 602614
7277007, 602614, 7504157
602614, 7504157, 5371716
7504157, 5371716, 5149803
5371716, 5149803, 1005714
5149803, 1005714, 3883961
1005714, 3883961, 7951840
3883961, 7951840, 7376647
7951840, 7376647, 4714286
7376647, 4714286, 2520661
4714286, 2520661, 3351676
2520661, 3351676, 1374627
3351676, 1374627, 7534026
1374627, 7534026, 7608561
7534026, 7608561, 4154136
7608561, 4154136, 8115263
4154136, 8115263, 5270630
8115263, 5270630, 6564749
5270630, 6564749, 6164916
6564749, 6164916, 6627035
6164916, 6627035, 2118402
6627035, 2118402, 3583529
2118402, 3583529, 5189712
3583529, 5189712, 1104247
5189712, 1104247, 2271646
1104247, 2271646, 2859205
2271646, 2859205, 5422828
2859205, 5422828, 4129811
5422828, 4129811, 1536058
4129811, 1536058, 197473
1536058, 197473, 2669960
197473, 2669960, 3120815
2669960, 3120815, 4105942
3120815, 4105942, 8181245
4105942, 8181245, 1125412
8181245, 1125412, 2271563
1125412, 2271563, 5786994
2271563, 5786994, 5839001
5786994, 5839001, 4983488
5839001, 4983488, 5776359
4983488, 5776359, 2384910
5776359, 2384910, 5753653
2384910, 5753653, 1661276
5753653, 1661276, 1052291
1661276, 1052291, 6482602
1052291, 6482602, 3730897
6482602, 3730897, 3741688
3730897, 3741688, 682271
3741688, 682271, 5497158
682271, 5497158, 3965037
5497158, 3965037, 7030420
3965037, 7030420, 471995
7030420, 471995, 3622882
471995, 3622882, 2261769
3622882, 2261769, 7333168
2261769, 7333168, 4615767
7333168, 4615767, 5054078
4615767, 5054078, 2815397
5054078, 2815397, 455628
2815397, 455628, 530675
455628, 530675, 5596442
530675, 5596442, 1431617
5596442, 1431617, 7369320
1431617, 7369320, 799631
7369320, 799631, 1055670
799631, 1055670, 2304733
1055670, 2304733, 7102724
2304733, 7102724, 1228331
7102724, 1228331, 4014674
1228331, 4014674, 1240441
4014674, 1240441, 3850144
1240441, 3850144, 6011079
3850144, 6011079, 1890542
6011079, 1890542, 2433045
1890542, 2433045, 1805884
2433045, 1805884, 2564963
1805884, 2564963, 7266186
2564963, 7266186, 1688241
7266186, 1688241, 5164248
1688241, 5164248, 3472895
5164248, 3472895, 7558694
3472895, 7558694, 3200333
7558694, 3200333, 1342324
3200333, 1342324, 4540571
1342324, 4540571, 6962370
4540571, 6962370, 2775017
6962370, 2775017, 2923024
2775017, 2923024, 1573687
2923024, 1573687, 1282910
1573687, 1282910, 4606597
1282910, 4606597, 5712044
4606597, 5712044, 7155155
5712044, 7155155, 3103226
7155155, 3103226, 4500769
3103226, 4500769, 5515080
4500769, 5515080, 313455
5515080, 313455, 8229014
313455, 8229014, 6651837
8229014, 6651837, 6526436
6651837, 6526436, 2020107
6526436, 2020107, 4077362
2020107, 4077362, 6865497
4077362, 6865497, 4551808
6865497, 4551808, 8080807
4551808, 8080807, 3231182
8080807, 3231182, 947445
3231182, 947445, 3785500
947445, 3785500, 5912643
3785500, 5912643, 1496170
5912643, 1496170, 1480593
1496170, 1480593, 33208
1480593, 33208, 8098527
33208, 8098527, 3066630
8098527, 3066630, 4270637
3066630, 4270637, 5877844
4270637, 5877844, 2055547
5877844, 2055547, 3748258
2055547, 3748258, 5123273
3748258, 5123273, 347888
5123273, 347888, 366615
347888, 366615, 7735358
366615, 7735358, 8232805
7735358, 8232805, 4414860
8232805, 4414860, 7226035
4414860, 7226035, 2445018
7226035, 2445018, 1016321
2445018, 1016321, 5495848
1016321, 5495848, 1662287
5495848, 1662287, 460150
1662287, 460150, 4445341
460150, 4445341, 7785156
4445341, 7785156, 4646891
7785156, 4646891, 5975058
4646891, 5975058, 5936953
5975058, 5936953, 7088480
5936953, 7088480, 3596935
7088480, 3596935, 6406830
3596935, 6406830, 1296853
6406830, 1296853, 7600124
1296853, 7600124, 2706723
7600124, 2706723, 5949770
2706723, 5949770, 3107953
5949770, 3107953, 5125784
3107953, 5125784, 6170559
5125784, 6170559, 409574
6170559, 409574, 7175949
409574, 7175949, 3859764
7175949, 3859764, 1405531
3859764, 1405531, 2369154
1405531, 2369154, 917929
2369154, 917929, 7996368
917929, 7996368, 994551
7996368, 994551, 7634206
994551, 7634206, 5305413
7634206, 5305413, 4952684
5305413, 4952684, 743315
4952684, 743315, 3621818
743315, 3621818, 7755489
3621818, 7755489, 7311624
7755489, 7311624, 4846127
7311624, 4846127, 2914902
4846127, 2914902, 4073853
2914902, 4073853, 2490276
4073853, 2490276, 720075
2490276, 720075, 1319154
720075, 1319154, 6843417
1319154, 6843417, 3071552
6843417, 3071552, 948071
3071552, 948071, 3028878
948071, 3028878, 3481269
3028878, 3481269, 4861148
3481269, 4861148, 1335811
4861148, 1335811, 3849770
1335811, 3849770, 6570321
3849770, 6570321, 3664760
6570321, 3664760, 6077599
3664760, 6077599, 7976134
6077599, 7976134, 3527661
7976134, 3527661, 3676692
3527661, 3676692, 2590523
3676692, 2590523, 2825058
2590523, 2825058, 6936201
2825058, 6936201, 702640
6936201, 702640, 3457495
702640, 3457495, 979454
3457495, 979454, 4213029
979454, 4213029, 7325516
4213029, 7325516, 4484211
7325516, 4484211, 6633626
4484211, 6633626, 7941057
6633626, 7941057, 2573800
7941057, 2573800, 1476367
2573800, 1476367, 7204662
1476367, 7204662, 5537373
7204662, 5537373, 7419012
5537373, 7419012, 7016875
7419012, 7016875, 6886866
7016875, 6886866, 1196281
6886866, 1196281, 889632
1196281, 889632, 134215
889632, 134215, 1485934
134215, 1485934, 7500693
1485934, 7500693, 3957180
7500693, 3957180, 1799907
3957180, 1799907, 3584778
1799907, 3584778, 3479089
3584778, 3479089, 4038744
3479089, 4038744, 7819647
4038744, 7819647, 600486
7819647, 600486, 1714381
600486, 1714381, 5328628
1714381, 5328628, 5610523
5328628, 5610523, 5115970
5610523, 5115970, 6400873
5115970, 6400873, 3632528
6400873, 3632528, 7755447
3632528, 7755447, 4548318
7755447, 4548318, 4955653
4548318, 4955653, 3144748
4955653, 3144748, 1671507
3144748, 1671507, 3091834
1671507, 3091834, 1573025
3091834, 1573025, 8059592
1573025, 8059592, 8330223
8059592, 8330223, 4940822
8330223, 4940822, 447293
4940822, 447293, 5794148
447293, 5794148, 6760075
5794148, 6760075, 5900978
6760075, 5900978, 5772761
5900978, 5772761, 542720
5772761, 542720, 1155367
542720, 1155367, 1777998
1155367, 1777998, 4966517
1777998, 4966517, 4888220
4966517, 4888220, 4099011
4888220, 4099011, 5154794
4099011, 5154794, 2222865
5154794, 2222865, 6247736
2222865, 6247736, 3008095
6247736, 3008095, 3448454
3008095, 3448454, 1736109
3448454, 1736109, 426964
1736109, 426964, 2076923
426964, 2076923, 853282
2076923, 853282, 7700553
853282, 7700553, 8816
7700553, 8816, 5499799
8816, 5499799, 1563582
5499799, 1563582, 7533285
1563582, 7533285, 798988
7533285, 798988, 693811
798988, 693811, 1385050
693811, 1385050, 5428609
1385050, 5428609, 6991784
5428609, 6991784, 241871
6991784, 241871, 4511990
241871, 4511990, 5580829
4511990, 5580829, 6004292
5580829, 6004292, 8338283
6004292, 8338283, 6750098
8338283, 6750098, 3795641
6750098, 3795641, 2030816
3795641, 2030816, 4011527
2030816, 4011527, 3905070
4011527, 3905070, 4267349
3905070, 4267349, 7654268
4267349, 7654268, 8233123
7654268, 8233123, 171210
8233123, 171210, 2801649
171210, 2801649, 1903128
2801649, 1903128, 31551
1903128, 31551, 8131430
31551, 8131430, 3592845
8131430, 3592845, 5748916
3592845, 5748916, 378331
5748916, 378331, 6814210
378331, 6814210, 2446633
6814210, 2446633, 6608720
2446633, 6608720, 5079159
6608720, 5079159, 413854
5079159, 413854, 3557317
413854, 3557317, 288236
3557317, 288236, 1551123
288236, 1551123, 1513274
1551123, 1513274, 2730593
1513274, 2730593, 7758984
2730593, 7758984, 2377135
7758984, 2377135, 5918166
2377135, 5918166, 4160765
5918166, 4160765, 8049444
4160765, 8049444, 3362891
8049444, 3362891, 1045618
3362891, 1045618, 3653529
1045618, 3653529, 5353920
3653529, 5353920, 314087
5353920, 314087, 7867150
314087, 7867150, 5403189
7867150, 5403189, 3866716
5403189, 3866716, 5813635
3866716, 5813635, 5411242
5813635, 5411242, 5215441
5411242, 5215441, 7782136
5215441, 7782136, 7278623
7782136, 7278623, 6260806
7278623, 6260806, 7284589
6260806, 7284589, 4517268
7284589, 4517268, 514747
4517268, 514747, 6221538
514747, 6221538, 7416329
6221538, 7416329, 6655024
7416329, 6655024, 6493527
6655024, 6493527, 1099134
6493527, 1099134, 1416357
1099134, 1416357, 1612492
1416357, 1612492, 4243443
1612492, 4243443, 3476506
4243443, 3476506, 1867585
3476506, 1867585, 1972584
1867585, 1972584, 6347407
1972584, 6347407, 770742
6347407, 770742, 4575709
770742, 4575709, 3540996
4575709, 3540996, 222507
3540996, 222507, 5564754
222507, 5564754, 5346425
5564754, 5346425, 2123424
5346425, 2123424, 6840263
2123424, 6840263, 5275630
6840263, 5275630, 8374037
5275630, 8374037, 1914172
8374037, 1914172, 5229155
1914172, 5229155, 4097674
5229155, 4097674, 1075633
4097674, 1075633, 7107544
1075633, 7107544, 7972095
7107544, 7972095, 6225190
7972095, 6225190, 4422733
6225190, 4422733, 5120628
4422733, 5120628, 2486171
5120628, 2486171, 7463874
2486171, 7463874, 5832425
7463874, 5832425, 147728
5832425, 147728, 1354295
147728, 1354295, 3619422
1354295, 3619422, 1110405
3619422, 1110405, 4771756
1110405, 4771756, 382163
4771756, 382163, 7274746
382163, 7274746, 2839585
7274746, 2839585, 6409800
2839585, 6409800, 3764079
6409800, 3764079, 5846934
3764079, 5846934, 6825661
5846934, 6825661, 867556
6825661, 867556, 7305739
867556, 7305739, 3530290
7305739, 3530290, 485721
3530290, 485721, 727936
485721, 727936, 6812839
727936, 6812839, 4519118
6812839, 4519118, 4791285
4519118, 4791285, 1796636
4791285, 1796636, 6479683
1796636, 6479683, 4619114
6479683, 4619114, 7159441
4619114, 7159441, 8267960
7159441, 8267960, 2111967
8267960, 2111967, 8024582
2111967, 8024582, 3395885
8024582, 3395885, 7558996
3395885, 7558996, 6292603
7558996, 6292603, 2152610
6292603, 2152610, 6083529
2152610, 6083529, 3864048
6083529, 3864048, 6438679
3864048, 6438679, 7974718
6438679, 7974718, 2639461
7974718, 2639461, 1377420
2639461, 1377420, 6744499
1377420, 6744499, 4519386
6744499, 4519386, 5646593
4519386, 5646593, 4293416
5646593, 4293416, 3015759
4293416, 3015759, 4369526
3015759, 4369526, 2522013
4369526, 2522013, 29124
2522013, 29124, 7835371
29124, 7835371, 3330834
7835371, 3330834, 5848633
3330834, 5848633, 1167456
5848633, 1167456, 231815
1167456, 231815, 5597614
231815, 5597614, 3043541
5597614, 3043541, 3514108
3043541, 3514108, 1176611
3514108, 1176611, 6975562
1176611, 6975562, 6689649
6975562, 6689649, 2874776
6689649, 2874776, 6475455
2874776, 6475455, 3270374
6475455, 3270374, 4204045
3270374, 4204045, 3443764
4204045, 3443764, 3545435
3443764, 3545435, 7064962
3545435, 7064962, 8169641
7064962, 8169641, 1026768
8169641, 1026768, 4969463
1026768, 4969463, 5776414
4969463, 5776414, 6003525
5776414, 6003525, 8206700
6003525, 8206700, 6553235
8206700, 6553235, 3599034
6553235, 3599034, 1900001
3599034, 1900001, 4012040
1900001, 4012040, 4102447
4012040, 4102447, 4727126
4102447, 4727126, 53373
4727126, 53373, 1025700
53373, 1025700, 1811403
1025700, 1811403, 4966386
1811403, 4966386, 4657945
4966386, 4657945, 3441984
4657945, 3441984, 3874407
3441984, 3874407, 122510
3874407, 122510, 3130805
122510, 3130805, 7066588
3130805, 7066588, 6097155
7066588, 6097155, 2778410
6097155, 2778410, 8054865
2778410, 8054865, 7705208
8054865, 7705208, 4285343
7705208, 4285343, 351174
4285343, 351174, 6847213
351174, 6847213, 1163540
6847213, 1163540, 2633275
1163540, 2633275, 5423714
2633275, 5423714, 3702153
5423714, 3702153, 24496
3702153, 24496, 5335255
24496, 5335255, 5413118
5335255, 5413118, 2813989
5413118, 2813989, 93772
2813989, 93772, 8196979
93772, 8196979, 4513690
8196979, 4513690, 8377025
4513690, 8377025, 5565672
8377025, 5565672, 7024143
5565672, 7024143, 6919734
7024143, 6919734, 7808349
6919734, 7808349, 3857284
7808349, 3857284, 6011051
3857284, 6011051, 48338
6011051, 48338, 5302265
48338, 5302265, 7551520
5302265, 7551520, 963399
7551520, 963399, 4871022
963399, 4871022, 5053077
4871022, 5053077, 4065468
5053077, 4065468, 4464099
4065468, 4464099, 416266
4464099, 416266, 2866481
416266, 2866481, 5982040
2866481, 5982040, 3930239
5982040, 3930239, 7655590
3930239, 7655590, 2936781
7655590, 2936781, 718324
2936781, 718324, 3556123
718324, 3556123, 5617474
3556123, 5617474, 1069673
5617474, 1069673, 857232
1069673, 857232, 7536055
857232, 7536055, 6884830
7536055, 6884830, 1459461
6884830, 1459461, 2204460
1459461, 2204460, 3287123
2204460, 3287123, 7263354
3287123, 7263354, 8300449
7263354, 8300449, 565704
8300449, 565704, 3392239
565704, 3392239, 2558742
3392239, 2558742, 621117
2558742, 621117, 135268
621117, 135268, 3657099
135268, 3657099, 5353906
3657099, 5353906, 7781593
5353906, 7781593, 5107456
7781593, 5107456, 8276007
5107456, 8276007, 3065934
8276007, 3065934, 421749
3065934, 421749, 2899356
421749, 2899356, 4666051
2899356, 4666051, 8277738
4666051, 8277738, 7901713
8277738, 7901713, 6093880
7901713, 6093880, 5410143
6093880, 5410143, 17798
5410143, 17798, 861357
17798, 861357, 2108116
861357, 2108116, 6313979
2108116, 6313979, 7646242
6313979, 7646242, 272201
7646242, 272201, 3524976
272201, 3524976, 3183255
3524976, 3183255, 1802942
3183255, 1802942, 1939941
1802942, 1939941, 6150156
1939941, 6150156, 212275
6150156, 212275, 3459418
212275, 3459418, 1670273
3459418, 1670273, 5789352
1670273, 5789352, 1595343
5789352, 1595343, 32758
1595343, 32758, 3657501
32758, 3657501, 6636868
3657501, 6636868, 3138155
6636868, 3138155, 4105874
3138155, 4105874, 3707321
4105874, 3707321, 4498400
3707321, 4498400, 646407
4498400, 646407, 3095854
646407, 3095854, 6014037
3095854, 6014037, 3568252
6014037, 3568252, 6703011
3568252, 6703011, 1197002
6703011, 1197002, 6383345
1197002, 6383345, 8040728
6383345, 8040728, 336447
8040728, 336447, 2603622
336447, 2603622, 620941
2603622, 620941, 5332916
620941, 5332916, 2518235
5332916, 2518235, 3121410
2518235, 3121410, 1309737
3121410, 1309737, 8027728
1309737, 8027728, 665463
8027728, 665463, 6944670
665463, 6944670, 4255429
6944670, 4255429, 3542252
4255429, 3542252, 7361043
3542252, 7361043, 1490490
7361043, 1490490, 5263713
1490490, 5263713, 4459400
5263713, 4459400, 1633455
4459400, 1633455, 7730390
1633455, 7730390, 140285
7730390, 140285, 6584868
140285, 6584868, 4454219
6584868, 4454219, 4692850
4454219, 4692850, 1468057
4692850, 1468057, 5724352
1468057, 5724352, 3240423
5724352, 3240423, 4960782
3240423, 4960782, 5052725
4960782, 5052725, 6072156
5052725, 6072156, 2186371
6072156, 2186371, 4339882
2186371, 4339882, 6699985
4339882, 6699985, 3433976
6699985, 3433976, 5486367
3433976, 5486367, 7024454
5486367, 7024454, 2215533
7024454, 2215533, 2004116
2215533, 2004116, 557499
2004116, 557499, 431586
557499, 431586, 4182281
431586, 4182281, 5976880
4182281, 5976880, 8371287
5976880, 8371287, 5532798
8371287, 5532798, 17317
5532798, 17317, 2769356
17317, 2769356, 7956211
2769356, 7956211, 1356570
7956211, 1356570, 2303553
1356570, 2303553, 4964456
2303553, 4964456, 3506575
4964456, 3506575, 485814
3506575, 485814, 6846685
485814, 6846685, 8367876
6846685, 8367876, 7605291
8367876, 7605291, 7114834
7605291, 7114834, 1063801
7114834, 1063801, 396704
1063801, 396704, 7669447
396704, 7669447, 272110
7669447, 272110, 5926421
272110, 5926421, 2022460
5926421, 2022460, 7893347
2022460, 7893347, 929162
7893347, 929162, 463025
929162, 463025, 662232
463025, 662232, 4082687
662232, 4082687, 4891686
4082687, 4891686, 5645133
4891686, 5645133, 510324
5645133, 510324, 431771
510324, 431771, 7965378
431771, 7965378, 501225
7965378, 501225, 5761040
501225, 5761040, 1134903
5761040, 1134903, 5955934
1134903, 5955934, 6002821
5955934, 6002821, 3831468
6002821, 3831468, 1997779
3831468, 1997779, 3057658
1997779, 3057658, 1178401
3057658, 1178401, 7304520
1178401, 7304520, 7214703
7304520, 7214703, 3464854
7214703, 3464854, 6999485
3464854, 6999485, 3597284
6999485, 3597284, 4202763
3597284, 4202763, 2983218
4202763, 2983218, 2494553
2983218, 2494553, 5292672
2494553, 5292672, 5544871
5292672, 5544871, 5807054
5544871, 5807054, 246517
5807054, 246517, 8196380
246517, 8196380, 7046723
8196380, 7046723, 7742058
7046723, 7742058, 4449681
7742058, 4449681, 8114104
4449681, 8114104, 4514015
8114104, 4514015, 4593926
4514015, 4593926, 2521133
4593926, 2521133, 851540
2521133, 851540, 2141051
851540, 2141051, 556962
2141051, 556962, 7043785
556962, 7043785, 7380208
7043785, 7380208, 4122135
7380208, 4122135, 8214078
4122135, 8214078, 5434725
8214078, 5434725, 6728588
5434725, 6728588, 6262963
6728588, 6262963, 6593754
6262963, 6593754, 1888257
6593754, 1888257, 3090984
1888257, 3090984, 4369231
3090984, 4369231, 8278902
4369231, 8278902, 598685
8278902, 598685, 661700
598685, 661700, 2635243
661700, 2635243, 686610
2635243, 686610, 5760313
686610, 5760313, 3635040
5760313, 3635040, 5255303
3635040, 5255303, 4788398
5255303, 4788398, 4790229
4788398, 4790229, 7816700
4790229, 7816700, 8035107
7816700, 8035107, 8001354
8035107, 8001354, 1882737
8001354, 1882737, 623768
1882737, 623768, 6780351
623768, 6780351, 6131174
6780351, 6131174, 1232141
6131174, 1232141, 3027764
1232141, 3027764, 5685339
3027764, 5685339, 3372162
5685339, 3372162, 7032745
3372162, 7032745, 2445776
7032745, 2445776, 555767
2445776, 555767, 3918622
555767, 3918622, 6701637
3918622, 6701637, 3072108
6701637, 3072108, 3974547
3072108, 3974547, 3576250
3974547, 3576250, 4433121
3576250, 4433121, 712456
4433121, 712456, 3358767
712456, 3358767, 6539350
3358767, 6539350, 4421501
6539350, 4421501, 7949732
4421501, 7949732, 2902731
7949732, 2902731, 225010
2902731, 225010, 2472473
225010, 2472473, 3812416
2472473, 3812416, 6800743
3812416, 6800743, 5604750
6800743, 5604750, 2780341
5604750, 2780341, 883420
2780341, 883420, 2469891
883420, 2469891, 1707050
2469891, 1707050, 1150801
1707050, 1150801, 3357048
1150801, 3357048, 2493087
3357048, 2493087, 1114822
2493087, 1114822, 1778157
1114822, 1778157, 7038996
1778157, 7038996, 2676027
7038996, 2676027, 8022370
2676027, 8022370, 468105
8022370, 468105, 7734960
468105, 7734960, 7213015
7734960, 7213015, 1458174
7213015, 1458174, 1414949
1458174, 1414949, 1250636
1414949, 1250636, 3521139
1250636, 3521139, 2393754
3521139, 2393754, 424385
2393754, 424385, 168936
424385, 168936, 4183311
168936, 4183311, 6634806
4183311, 6634806, 1690717
6634806, 1690717, 295556
1690717, 295556, 5005227
295556, 5005227, 1598418
5005227, 1598418, 1019641
1598418, 1019641, 5824800
1019641, 5824800, 1792583
5824800, 1792583, 8256110
1792583, 8256110, 2605461
8256110, 2605461, 4173756
2605461, 4173756, 7128291
4173756, 7128291, 5636362
7128291, 5636362, 2253873
5636362, 2253873, 7925336
2253873, 7925336, 40831
7925336, 40831, 6322086
40831, 6322086, 4159181
6322086, 4159181, 4496628
4159181, 4496628, 1501723
4496628, 1501723, 6118978
1501723, 6118978, 4127081
6118978, 4127081, 6470544
4127081, 6470544, 7316663
6470544, 7316663, 832734
7316663, 832734, 6351877
832734, 6351877, 1264172
6351877, 1264172, 4902739
1264172, 4902739, 3046266
4902739, 3046266, 6639265
