x, y, z
-86487055, -1065750573, -1321152647
-1065750573, -1321152647, -482644373
-1321152647, -482644373, -1742910655
-482644373, -1742910655, -1818697277
-1742910655, -1818697277, -1668438711
-1818697277, -1668438711, -84807717
-1668438711, -84807717, -525283439
-84807717, -525283439, -240947533
-525283439, -240947533, -1013101543
-240947533, -1013101543, -1762597813
-1013101543, -1762597813, -1457672991
-1762597813, -1457672991, -1472592221
-1457672991, -1472592221, -11463703
-1472592221, -11463703, -1847837765
-11463703, -1847837765, -246435023
-1847837765, -246435023, -2027939437
-246435023, -2027939437, -1359786823
-2027939437, -1359786823, -644684245
-1359786823, -644684245, -219958655
-644684245, -219958655, -1960044669
-219958655, -1960044669, -1190705527
-1960044669, -1190705527, -241249381
-1190705527, -241249381, -1468564783
-241249381, -1468564783, -197693325
-1468564783, -197693325, -853978791
-197693325, -853978791, -1197149173
-853978791, -1197149173, -1644569567
-1197149173, -1644569567, -1240558493
-1644569567, -1240558493, -1232159447
-1240558493, -1232159447, -522897541
-1232159447, -522897541, -637884815
-522897541, -637884815, -1268714669
-637884815, -1268714669, -1871324679
-1268714669, -1871324679, -1956999701
-1871324679, -1956999701, -1342527039
-1956999701, -1342527039, -1179583165
-1342527039, -1179583165, -1437206583
-1179583165, -1437206583, -154474661
-1437206583, -154474661, -876890607
-154474661, -876890607, -1723588045
-876890607, -1723588045, -302029159
-1723588045, -302029159, -1332268085
-302029159, -1332268085, -980378783
-1332268085, -980378783, -334310877
-980378783, -334310877, -1772390807
-334310877, -1772390807, -1183096005
-1772390807, -1183096005, -1884477007
-1183096005, -1884477007, -658997997
-1884477007, -658997997, -2026080455
-658997997, -2026080455, -1930533461
-2026080455, -1930533461, -1938411263
-1930533461, -1938411263, -698117373
-1938411263, -698117373, -1775388407
-698117373, -1775388407, -74306789
-1775388407, -74306789, -1647214255
-74306789, -1647214255, -624589837
-1647214255, -624589837, -1807512615
-624589837, -1807512615, -928799861
-1807512615, -928799861, -42603871
-928799861, -42603871, -486359069
-42603871, -486359069, -387235927
-486359069, -387235927, -93667589
-387235927, -93667589, -1371849487
-93667589, -1371849487, -945637677
-1371849487, -945637677, -1917115271
-945637677, -1917115271, -844468885
-1917115271, -844468885, -697677759
-844468885, -697677759, -880813885
-697677759, -880813885, -1153267127
-880813885, -1153267127, -1139761445
-1153267127, -1139761445, -754131823
-1139761445, -754131823, -709388877
-754131823, -709388877, -1764114151
-709388877, -1764114151, -2052701365
-1764114151, -2052701365, -734148127
-2052701365, -734148127, -962962013
-734148127, -962962013, -1317922583
-962962013, -1317922583, -1388361029
-1317922583, -1388361029, -763830223
-1388361029, -763830223, -677666669
-763830223, -677666669, -1486495303
-677666669, -1486495303, -672488149
-1486495303, -672488149, -1393889407
-672488149, -1393889407, -163459453
-1393889407, -163459453, -1320653943
-163459453, -1320653943, -10337637
-1320653943, -10337637, -1061042223
-10337637, -1061042223, -1978247309
-1061042223, -1978247309, -172620199
-1978247309, -172620199, -411364597
-172620199, -411364597, -914605791
-411364597, -914605791, -1785353373
-914605791, -1785353373, -333184471
-1785353373, -333184471, -963312005
-333184471, -963312005, -633728143
-963312005, -633728143, -1575011757
-633728143, -1575011757, -1599033607
-1575011757, -1599033607, -1861546773
-1599033607, -1861546773, -1072945471
-1861546773, -1072945471, -421170109
-1072945471, -421170109, -1460446007
-421170109, -1460446007, -677177765
-1460446007, -677177765, -1656470767
-677177765, -1656470767, -1696741069
-1656470767, -1696741069, -1714660455
-1696741069, -1714660455, -1459744053
-1714660455, -1459744053, -1916454815
-1459744053, -1916454815, -508516061
-1916454815, -508516061, -835388567
-508516061, -835388567, -435686853
-835388567, -435686853, -1538074959
-435686853, -1538074959, -1012300781
-1538074959, -1012300781, -821064647
-1012300781, -821064647, -110648149
-821064647, -110648149, -1864241663
-110648149, -1864241663, -1599682045
-1864241663, -1599682045, -1409851895
-1599682045, -1409851895, -504423909
-1409851895, -504423909, -1075294639
-504423909, -1075294639, -1911952653
-1075294639, -1911952653, -1794064167
-1911952653, -1794064167, -2146745717
-1794064167, -2146745717, -1028864095
-2146745717, -1028864095, -1884858653
-1028864095, -1884858653, -2049375063
-1884858653, -2049375063, -1774973445
-2049375063, -1774973445, -795399695
-1774973445, -795399695, -1682539053
-795399695, -1682539053, -789153415
-1682539053, -789153415, -329487253
-789153415, -329487253, -1316993727
-329487253, -1316993727, -641609789
-1316993727, -641609789, -586649783
-641609789, -586649783, -2040377893
-586649783, -2040377893, -519968367
-2040377893, -519968367, -1936278349
-519968367, -1936278349, -495503847
-1936278349, -495503847, -578903477
-495503847, -578903477, -1161369887
-578903477, -1161369887, -1758088029
-1161369887, -1758088029, -96199191
-1758088029, -96199191, -1934272069
-96199191, -1934272069, -2421455
-1934272069, -2421455, -1933432941
-2421455, -1933432941, -841386311
-1933432941, -841386311, -532323285
-841386311, -532323285, -2063913855
-532323285, -2063913855, -1150122621
-2063913855, -1150122621, -1210412919
-1150122621, -1210412919, -1206341221
-1210412919, -1206341221, -639298351
-1206341221, -639298351, -1568653709
-639298351, -1568653709, -1510753447
-1568653709, -1510753447, -1389088245
-1510753447, -1389088245, -1180199391
-1389088245, -1180199391, -1021853085
-1180199391, -1021853085, -1951774935
-1021853085, -1951774935, -366488197
-1951774935, -366488197, -1812823951
-366488197, -1812823951, -1136098989
-1812823951, -1136098989, -1238596615
-1136098989, -1238596615, -1501656085
-1238596615, -1501656085, -10050623
-1501656085, -10050623, -1577784509
-10050623, -1577784509, -786316855
-1577784509, -786316855, -1255258789
-786316855, -1255258789, -454701039
-1255258789, -454701039, -20811725
-454701039, -20811725, -327528295
-20811725, -327528295, -1777864245
-327528295, -1777864245, -1276979871
-1777864245, -1276979871, -251035613
-1276979871, -251035613, -750813079
-251035613, -750813079, -98074309
-750813079, -98074309, -273579087
-98074309, -273579087, -758805741
-273579087, -758805741, -2090622663
-758805741, -2090622663, -1419517013
-2090622663, -1419517013, -438916351
-1419517013, -438916351, -595263229
-438916351, -595263229, -1768815863
-595263229, -1768815863, -960558821
-1768815863, -960558821, -581428399
-960558821, -581428399, -1285991949
-581428399, -1285991949, -335612455
-1285991949, -335612455, -1177165429
-335612455, -1177165429, -1894996831
-1177165429, -1894996831, -775492125
-1894996831, -775492125, -482883159
-775492125, -482883159, -212837125
-482883159, -212837125, -1226041615
-212837125, -1226041615, -1145748269
-1226041615, -1145748269, -135082375
-1145748269, -135082375, -1236178069
-135082375, -1236178069, -1906359743
-1236178069, -1906359743, -312555837
-1906359743, -312555837, -1897966519
-312555837, -1897966519, -2132345637
-1897966519, -2132345637, -7342447
-2132345637, -7342447, -180296781
-7342447, -180296781, -1015698663
-180296781, -1015698663, -176553653
-1015698663, -176553653, -507968543
-176553653, -507968543, -1458828381
-507968543, -1458828381, -2033769751
-1458828381, -2033769751, -1220646725
-2033769751, -1220646725, -1904854479
-1220646725, -1904854479, -443306349
-1904854479, -443306349, -548533319
-443306349, -548533319, -1448926421
-548533319, -1448926421, -1609275007
-1448926421, -1609275007, -910279549
-1609275007, -910279549, -1715620471
-910279549, -1715620471, -2101206885
-1715620471, -2101206885, -1461624367
-2101206885, -1461624367, -596302477
-1461624367, -596302477, -1160613799
-596302477, -1160613799, -1596960501
-1160613799, -1596960501, -1283722463
-1596960501, -1283722463, -1919624861
-1283722463, -1919624861, -2111730647
-1919624861, -2111730647, -1836211077
-2111730647, -1836211077, -601625231
-1836211077, -601625231, -2116237229
-601625231, -2116237229, -840345351
-2116237229, -840345351, -1028322581
-840345351, -1028322581, -754310975
-1028322581, -754310975, -1713413565
-754310975, -1713413565, -1344198967
-1713413565, -1344198967, -1234406309
-1344198967, -1234406309, -1751098095
-1234406309, -1751098095, -1544415437
-1751098095, -1544415437, -2096544359
-1544415437, -2096544359, -827010869
-2096544359, -827010869, -1125551519
-827010869, -1125551519, -1457694941
-1125551519, -1457694941, -763689623
-1457694941, -763689623, -52817861
-763689623, -52817861, -2033635151
-52817861, -2033635151, -989031917
-2033635151, -989031917, -516377031
-989031917, -516377031, -639425877
-516377031, -639425877, -1336645631
-639425877, -1336645631, -117557245
-1336645631, -117557245, -1560434679
-117557245, -1560434679, -1862141925
-1560434679, -1862141925, -1423906735
-1862141925, -1423906735, -374097677
-1423906735, -374097677, -166843687
-374097677, -166843687, -1929150325
-166843687, -1929150325, -1483374175
-1929150325, -1483374175, -127826717
-1483374175, -127826717, -301494615
-127826717, -301494615, -658527237
-301494615, -658527237, -1237711887
-658527237, -1237711887, -1499526189
-1237711887, -1499526189, -5233799
-1499526189, -5233799, -1568052629
-5233799, -1568052629, -771276991
-1568052629, -771276991, -1252606525
-771276991, -1252606525, -574146231
-1252606525, -574146231, -761353253
-574146231, -761353253, -1548287087
-761353253, -1548287087, -290059597
-1548287087, -290059597, -690675687
-290059597, -690675687, -1533517749
-690675687, -1533517749, -837541663
-1533517749, -837541663, -1961008477
-837541663, -1961008477, -2080692247
-1961008477, -2080692247, -1277528133
-2080692247, -1277528133, -1823840463
-1277528133, -1823840463, -1592773229
-1823840463, -1592773229, -1732009799
-1592773229, -1732009799, -352067029
-1732009799, -352067029, -1556699519
-352067029, -1556699519, -1876626557
-1556699519, -1876626557, -1544430967
-1876626557, -1544430967, -966881381
-1544430967, -966881381, -491344175
-966881381, -491344175, -688583565
-491344175, -688583565, -1856887463
-688583565, -1856887463, -649105397
-1856887463, -649105397, -67547103
-649105397, -67547103, -1005784989
-67547103, -1005784989, -1131818711
-1005784989, -1131818711, -2033814661
-1131818711, -2033814661, -2016519567
-2033814661, -2016519567, -237236397
-2016519567, -237236397, -454611463
-237236397, -454611463, -592541205
-454611463, -592541205, -1611227711
-592541205, -1611227711, -39528125
-1611227711, -39528125, -768504887
-39528125, -768504887, -2107792549
-768504887, -2107792549, -1435244015
-2107792549, -1435244015, -378749389
-1435244015, -378749389, -92718439
-378749389, -92718439, -1442533429
-92718439, -1442533429, -1378283679
-1442533429, -1378283679, -1729352157
-1378283679, -1729352157, -119043479
-1729352157, -119043479, -182476997
-119043479, -182476997, -23470671
-182476997, -23470671, -646014701
-23470671, -646014701, -1517368519
-646014701, -1517368519, -1142595157
-1517368519, -1142595157, -1789188863
-1142595157, -1789188863, -451776765
-1789188863, -451776765, -1640346359
-451776765, -1640346359, -1481119973
-1640346359, -1481119973, -566053551
-1481119973, -566053551, -803659789
-566053551, -803659789, -1874960423
-803659789, -1874960423, -1869340789
-1874960423, -1869340789, -783851871
-1869340789, -783851871, -763946013
-783851871, -763946013, -1823976535
-763946013, -1823976535, -1920861445
-1823976535, -1920861445, -1551830799
-1920861445, -1551830799, -613166381
-1551830799, -613166381, -449939335
-613166381, -449939335, -1476105877
-449939335, -1476105877, -512213951
-1476105877, -512213951, -525749053
-512213951, -525749053, -692052407
-525749053, -692052407, -1568056613
-692052407, -1568056613, -1032384367
-1568056613, -1032384367, -671731277
-1032384367, -671731277, -1181379303
-671731277, -1181379303, -1042694325
-1181379303, -1042694325, -2066203167
-1042694325, -2066203167, -865486429
-2066203167, -865486429, -1629475607
-865486429, -1629475607, -1987475781
-1629475607, -1987475781, -1554541519
-1987475781, -1554541519, -29901677
-1554541519, -29901677, -1220921927
-29901677, -1220921927, -613965525
-1220921927, -613965525, -1285430399
-613965525, -1285430399, -39409021
-1285430399, -39409021, -1552482423
-39409021, -1552482423, -370278757
-1552482423, -370278757, -1134232623
-370278757, -1134232623, -1325403277
-1134232623, -1325403277, -2039293351
-1325403277, -2039293351, -307130613
-2039293351, -307130613, -669012703
-307130613, -669012703, -1249900701
-669012703, -1249900701, -1478289879
-1249900701, -1478289879, -1915600261
-1478289879, -1915600261, -336476303
-1915600261, -336476303, -1958324653
-336476303, -1958324653, -131726599
-1958324653, -131726599, -345306901
-131726599, -345306901, -886302015
-345306901, -886302015, -62566333
-886302015, -62566333, -988614455
-62566333, -988614455, -1073622437
-988614455, -1073622437, -1839171823
-1073622437, -1839171823, -1372429005
-1839171823, -1372429005, -271962215
-1372429005, -271962215, -17330485
-271962215, -17330485, -1951290271
-17330485, -1951290271, -814349021
-1951290271, -814349021, -209383575
-814349021, -209383575, -369611205
-209383575, -369611205, -333215055
-369611205, -333215055, -820273133
-333215055, -820273133, -1922703303
-820273133, -1922703303, -2006277973
-1922703303, -2006277973, -1175789055
-2006277973, -1175789055, -1883134461
-1175789055, -1883134461, -716705271
-1883134461, -716705271, -236923365
-716705271, -236923365, -1413643695
-236923365, -1413643695, -2054584589
-1413643695, -2054584589, -1752197927
-2054584589, -1752197927, -611860853
-1752197927, -611860853, -786285663
-611860853, -786285663, -1358449949
-786285663, -1358449949, -1074128727
-1358449949, -1074128727, -661173765
-1074128727, -661173765, -742334991
-661173765, -742334991, -650929709
-742334991, -650929709, -1519530631
-650929709, -1519530631, -1111332757
-1519530631, -1111332757, -1582155455
-1111332757, -1582155455, -1638421565
-1582155455, -1638421565, -2033581239
-1638421565, -2033581239, -1750660645
-2033581239, -1750660645, -791667311
-1750660645, -791667311, -1878959949
-791667311, -1878959949, -2001270247
-1878959949, -2001270247, -1539432885
-2001270247, -1539432885, -1962583327
-1539432885, -1962583327, -68087645
-1962583327, -68087645, -2072628759
-68087645, -2072628759, -1085565509
-2072628759, -1085565509, -744636111
-1085565509, -744636111, -1140178029
-744636111, -1140178029, -139343175
-1140178029, -139343175, -1311875029
-139343175, -1311875029, -174710655
-1311875029, -174710655, -2126290557
-174710655, -2126290557, -447929207
-2126290557, -447929207, -730829413
-447929207, -730829413, -353613615
-730829413, -353613615, -1986667917
-353613615, -1986667917, -147550375
-1986667917, -147550375, -185160181
-147550375, -185160181, -1930491359
-185160181, -1930491359, -1326571933
-1930491359, -1326571933, -1322427607
-1326571933, -1322427607, -290385541
-1322427607, -290385541, -577883023
-290385541, -577883023, -853828269
-577883023, -853828269, -2069506055
-853828269, -2069506055, -437614613
-2069506055, -437614613, -1180002367
-437614613, -1180002367, -993999037
-1180002367, -993999037, -1786423863
-993999037, -1786423863, -1772551845
-1786423863, -1772551845, -999947247
-1772551845, -999947247, -784135117
-999947247, -784135117, -252775
-784135117, -252775, -1534235189
-252775, -1534235189, -613201567
-1534235189, -613201567, -608510941
-613201567, -608510941, -279735191
-608510941, -279735191, -496779973
-279735191, -496779973, -463063119
-496779973, -463063119, -454842605
-463063119, -454842605, -708971207
-454842605, -708971207, -160243797
-708971207, -160243797, -1023172863
-160243797, -1023172863, -401875709
-1023172863, -401875709, -1792633079
-401875709, -1792633079, -696466149
-1792633079, -696466149, -930001071
-696466149, -930001071, -1459294733
-930001071, -1459294733, -385758759
-1459294733, -385758759, -2065801845
-385758759, -2065801845, -333047647
-2065801845, -333047647, -585938461
-333047647, -585938461, -518201943
-585938461, -518201943, -2130732805
-518201943, -2130732805, -1678128399
-2130732805, -1678128399, -1629593389
-1678128399, -1629593389, -1116855687
-1629593389, -1116855687, -624728213
-1116855687, -624728213, -139119039
-624728213, -139119039, -1654611261
-139119039, -1654611261, -85661623
-1654611261, -85661623, -654853925
-85661623, -654853925, -1010685295
-654853925, -1010685295, -170426445
-1010685295, -170426445, -516325607
-170426445, -516325607, -1564115637
-516325607, -1564115637, -442796063
-1564115637, -442796063, -1464637533
-442796063, -1464637533, -507693335
-1464637533, -507693335, -601840453
-507693335, -601840453, -1189286351
-601840453, -1189286351, -1719154029
-1189286351, -1719154029, -1758830663
-1719154029, -1758830663, -1523048661
-1758830663, -1523048661, -1898750591
-1523048661, -1898750591, -1980032893
-1898750591, -1980032893, -1233892983
-1980032893, -1233892983, -320480101
-1233892983, -320480101, -1555261999
-320480101, -1555261999, -4800141
-1555261999, -4800141, -1063828391
-4800141, -1063828391, -2044801781
-1063828391, -2044801781, -546871519
-2044801781, -546871519, -2057882269
-546871519, -2057882269, -982998999
-2057882269, -982998999, -261955461
-982998999, -261955461, -1314676367
-261955461, -1314676367, -1235491757
-1314676367, -1235491757, -2023314183
-1235491757, -2023314183, -1020459285
-2023314183, -1020459285, -797829951
-1020459285, -797829951, -2045297085
-797829951, -2045297085, -796345655
-2045297085, -796345655, -1402785701
-796345655, -1402785701, -1249603311
-1402785701, -1249603311, -1314999501
-1249603311, -1314999501, -938534503
-1314999501, -938534503, -238662453
-938534503, -238662453, -1575098783
-238662453, -1575098783, -860179677
-1575098783, -860179677, -1722607255
-860179677, -1722607255, -446542789
-1722607255, -446542789, -60693327
-446542789, -60693327, -640242157
-60693327, -640242157, -1147729351
-640242157, -1147729351, -1124196693
-1147729351, -1124196693, -710583295
-1124196693, -710583295, -588180477
-710583295, -588180477, -1428800503
-588180477, -1428800503, -1131695077
-1428800503, -1131695077, -373416879
-1131695077, -373416879, -645180173
-373416879, -645180173, -510329127
-645180173, -510329127, -1550320501
-510329127, -1550320501, -413993567
-1550320501, -413993567, -1415978781
-413993567, -1415978781, -474963287
-1415978781, -474963287, -843388933
-474963287, -843388933, -785664015
-843388933, -785664015, -1418450989
-785664015, -1418450989, -1439729799
-1418450989, -1439729799, -167287189
-1439729799, -167287189, -931056831
-167287189, -931056831, -1933272637
-931056831, -1933272637, -1072640695
-1933272637, -1072640695, -1921292325
-1072640695, -1921292325, -1873987695
-1921292325, -1873987695, -394746189
-1873987695, -394746189, -534973415
-394746189, -534973415, -1804608437
-534973415, -1804608437, -1717922591
-1804608437, -1717922591, -508510557
-1717922591, -508510557, -474661911
-508510557, -474661911, -418860101
-474661911, -418860101, -388687055
-418860101, -388687055, -709865069
-388687055, -709865069, -761006919
-709865069, -761006919, -324739541
-761006919, -324739541, -1541825919
-324739541, -1541825919, -2033332349
-1541825919, -2033332349, -471044471
-2033332349, -471044471, -1706144869
-471044471, -1706144869, -1702501679
-1706144869, -1702501679, -1302157197
-1702501679, -1302157197, -1080362663
-1302157197, -1080362663, -1205212149
-1080362663, -1205212149, -1802976223
-1205212149, -1802976223, -2118431645
-1802976223, -2118431645, -778771159
-2118431645, -778771159, -639127685
-778771159, -639127685, -1120792975
-639127685, -1120792975, -972608685
-1120792975, -972608685, -43482631
-972608685, -43482631, -97352213
-43482631, -97352213, -192769599
-97352213, -192769599, -280447677
-192769599, -280447677, -2095243319
-280447677, -2095243319, -1457496229
-2095243319, -1457496229, -625205743
-1457496229, -625205743, -1371186637
-625205743, -1371186637, -452784487
-1371186637, -452784487, -1113445429
-452784487, -1113445429, -458128543
-1113445429, -458128543, -1317696989
-458128543, -1317696989, -1635541399
-1317696989, -1635541399, -101459141
-1635541399, -101459141, -921267791
-101459141, -921267791, -319507181
-921267791, -319507181, -68083911
-319507181, -68083911, -1827906133
-68083911, -1827906133, -1764747007
-1827906133, -1764747007, -579777789
-1764747007, -579777789, -480845559
-579777789, -480845559, -1962040549
-480845559, -1962040549, -1002182319
-1962040549, -1002182319, -1239630861
-1002182319, -1239630861, -565627943
-1239630861, -565627943, -827024501
-565627943, -827024501, -2018979167
-827024501, -2018979167, -375687197
-2018979167, -375687197, -1263179863
-375687197, -1263179863, -2050410757
-1263179863, -2050410757, -933845775
-2050410757, -933845775, -34279725
-933845775, -34279725, -391000967
-34279725, -391000967, -2037488277
-391000967, -2037488277, -115986367
-2037488277, -115986367, -1685876541
-115986367, -1685876541, -481447351
-1685876541, -481447351, -600697125
-481447351, -600697125, -1418640239
-600697125, -1418640239, -958083661
-1418640239, -958083661, -1570674407
-958083661, -1570674407, -801293493
-1570674407, -801293493, -1409109535
-801293493, -1409109535, -1243015773
-1409109535, -1243015773, -1218559767
-1243015773, -1218559767, -419183941
-1218559767, -419183941, -138000335
-419183941, -138000335, -1350313837
-138000335, -1350313837, -417429063
-1350313837, -417429063, -1089168085
-417429063, -1089168085, -630663295
-1089168085, -630663295, -423917949
-630663295, -423917949, -1162505335
-423917949, -1162505335, -1012286821
-1162505335, -1012286821, -2053623855
-1012286821, -2053623855, -1063678093
-2053623855, -1063678093, -784355751
-1063678093, -784355751, -1575482613
-784355751, -1575482613, -246210271
-1575482613, -246210271, -182819997
-246210271, -182819997, -1028511191
-182819997, -1028511191, -230719877
-1028511191, -230719877, -717653135
-230719877, -717653135, -81956269
-717653135, -81956269, -475310343
-81956269, -475310343, -2114255637
-475310343, -2114255637, -1965289791
-2114255637, -1965289791, -1353372605
-1965289791, -1353372605, -1170045751
-1353372605, -1170045751, -1282372005
-1170045751, -1282372005, -1458787567
-1282372005, -1458787567, -1506344653
-1458787567, -1506344653, -203947111
-1506344653, -203947111, -551482677
-203947111, -551482677, -1473372063
-551482677, -1473372063, -1729404637
-1473372063, -1729404637, -1411046551
-1729404637, -1411046551, -1491572165
-1411046551, -1491572165, -544981327
-1491572165, -544981327, -583156717
-544981327, -583156717, -741592007
-583156717, -741592007, -1348625237
-741592007, -1348625237, -1417423359
-1348625237, -1417423359, -661880317
-1417423359, -661880317, -1951889911
-661880317, -1951889911, -1459449317
-1951889911, -1459449317, -1927104943
-1459449317, -1927104943, -575069453
-1927104943, -575069453, -1138857767
-575069453, -1138857767, -1657521525
-1138857767, -1657521525, -1842892895
-1657521525, -1842892895, -434630941
-1842892895, -434630941, -1054135127
-434630941, -1054135127, -265648645
-1054135127, -265648645, -696610319
-265648645, -696610319, -1788824109
-696610319, -1788824109, -168484487
-1788824109, -168484487, -2091359125
-168484487, -2091359125, -294376127
-2091359125, -294376127, -123893821
-294376127, -123893821, -241461431
-123893821, -241461431, -333724197
-241461431, -333724197, -1976675951
-333724197, -1976675951, -266603341
-1976675951, -266603341, -989405671
-266603341, -989405671, -1389520309
